index,taxon,lat,lon,value,unit,dataset,datetime,subset,taxons
32322,Chaetoceros,43.4129855772,5.1634005918,1200.0,Nombre par litre,MED,1992-02-06 11:00:00,val,[   0.    0. 1200.    0.    0.    0.]
35282,Dinophysis acuminata,42.134664825,9.5406780702,0.0,Nombre par litre,MED,1992-02-10 08:00:00,val,[0. 0. 0. 0. 0. 0.]
36774,Dinophysis acuminata,42.0768824658,9.7958493007,0.0,Nombre par litre,MED,1992-02-10 09:00:00,val,[0. 0. 0. 0. 0. 0.]
16329,Dinophysis acuminata,43.4343047641,3.6645374015,0.0,Nombre par litre,MED,1992-02-10 09:30:00,train,[0. 0. 0. 0. 0. 0.]
19427,Dinophysis acuminata,43.3776359209,3.5668698951,0.0,Nombre par litre,MED,1992-02-10 10:30:00,train,[0. 0. 0. 0. 0. 0.]
11718,Dinophysis acuminata,43.3892333,3.7006861111,0.0,Nombre par litre,MED,1992-02-10 14:00:00,test,[0. 0. 0. 0. 0. 0.]
35283,Dinophysis acuminata,42.134664825,9.5406780702,0.0,Nombre par litre,MED,1992-02-17 08:00:00,val,[0. 0. 0. 0. 0. 0.]
36775,Dinophysis acuminata,42.0768824658,9.7958493007,0.0,Nombre par litre,MED,1992-02-17 09:00:00,val,[0. 0. 0. 0. 0. 0.]
28341,Dinophysis acuminata,43.4493127255,4.4432190083,0.0,Nombre par litre,MED,1992-02-17 13:00:00,test,[0. 0. 0. 0. 0. 0.]
32652,Dinophysis acuminata,43.3238159226,5.0530666765,0.0,Nombre par litre,MED,1992-02-18 09:30:00,val,[0. 0. 0. 0. 0. 0.]
31080,Dinophysis acuminata,43.378148429,4.8457282509,0.0,Nombre par litre,MED,1992-02-18 11:15:00,val,[0. 0. 0. 0. 0. 0.]
412,Chaetoceros,42.874567,3.057233,4800.0,Nombre par litre,MED,1992-02-20 10:00:00,train,[   0.    0. 4800.    0.    0.    0.]
32324,Dinophysis acuminata,43.4129855772,5.1634005918,0.0,Nombre par litre,MED,1992-02-20 13:15:00,val,[0. 0. 0. 0. 0. 0.]
33276,Chaetoceros,43.0873189621,5.9064212393,6000.0,Nombre par litre,MED,1992-02-20 14:45:00,val,[   0.  800. 6000.    0.    0.    0.]
36776,Dinophysis acuminata,42.0768824658,9.7958493007,0.0,Nombre par litre,MED,1992-02-24 10:00:00,val,[0. 0. 0. 0. 0. 0.]
16330,Dinophysis acuminata,43.4343047641,3.6645374015,0.0,Nombre par litre,MED,1992-02-24 10:00:00,train,[0. 0. 0. 0. 0. 0.]
35284,Chaetoceros,42.134664825,9.5406780702,71800.0,Nombre par litre,MED,1992-03-02 09:00:00,val,[    0.     0. 71800.     0.     0.     0.]
32653,Chaetoceros,43.3238159226,5.0530666765,12400.0,Nombre par litre,MED,1992-03-02 09:15:00,val,[    0.     0. 12400.     0.     0.     0.]
36777,Dinophysis acuminata,42.0768824658,9.7958493007,0.0,Nombre par litre,MED,1992-03-02 10:00:00,val,[  0. 800.   0.   0.   0.   0.]
31081,Chaetoceros,43.378148429,4.8457282509,297200.0,Nombre par litre,MED,1992-03-02 10:30:00,val,[     0.      0. 297200.      0.      0.      0.]
32325,Chaetoceros,43.4129855772,5.1634005918,25800.0,Nombre par litre,MED,1992-03-02 11:45:00,val,[    0.     0. 25800.     0.     0.     0.]
33279,Chaetoceros,43.0873189621,5.9064212393,1600.0,Nombre par litre,MED,1992-03-02 13:00:00,val,[   0.    0. 1600.    0.    0.    0.]
28342,Chaetoceros,43.4493127255,4.4432190083,22400.0,Nombre par litre,MED,1992-03-05 12:30:00,test,[    0.     0. 22400.   100.     0.     0.]
35286,Dinophysis acuminata,42.134664825,9.5406780702,0.0,Nombre par litre,MED,1992-03-09 08:00:00,val,[0. 0. 0. 0. 0. 0.]
36779,Dinophysis acuminata,42.0768824658,9.7958493007,0.0,Nombre par litre,MED,1992-03-09 09:00:00,val,[    0. 16800.     0.     0.     0.     0.]
414,Dinophysis acuminata,42.874567,3.057233,0.0,Nombre par litre,MED,1992-03-09 11:00:00,train,[0. 0. 0. 0. 0. 0.]
11719,Dinophysis,43.3892333,3.7006861111,100.0,Nombre par litre,MED,1992-03-09 11:00:00,test,[  0.   0.   0. 100.   0.   0.]
36781,Chaetoceros,42.0768824658,9.7958493007,3600.0,Nombre par litre,MED,1992-03-16 08:00:00,val,[   0.    0. 3600.    0.    0.    0.]
35287,Chaetoceros,42.134664825,9.5406780702,24600.0,Nombre par litre,MED,1992-03-16 09:00:00,val,[    0. 54200. 24600.     0.     0.     0.]
33281,Chaetoceros,43.0873189621,5.9064212393,12800.0,Nombre par litre,MED,1992-03-16 16:30:00,val,[    0. 11200. 12800.     0.     0.     0.]
28345,Dinophysis acuminata,43.4493127255,4.4432190083,0.0,Nombre par litre,MED,1992-03-18 10:30:00,test,[0. 0. 0. 0. 0. 0.]
27489,Dinophysis acuminata,43.457109,4.494486,0.0,Nombre par litre,MED,1992-03-18 11:50:00,test,[0. 0. 0. 0. 0. 0.]
32327,Chaetoceros,43.4129855772,5.1634005918,800.0,Nombre par litre,MED,1992-03-20 08:15:00,val,[  0.   0. 800.   0.   0.   0.]
31083,Chaetoceros,43.378148429,4.8457282509,299000.0,Nombre par litre,MED,1992-03-20 09:15:00,val,[     0.      0. 299000.      0.      0.      0.]
32655,Chaetoceros,43.3238159226,5.0530666765,8800.0,Nombre par litre,MED,1992-03-20 10:15:00,val,[   0.    0. 8800.    0.    0.    0.]
36783,Dinophysis acuminata,42.0768824658,9.7958493007,0.0,Nombre par litre,MED,1992-03-23 08:00:00,val,[0. 0. 0. 0. 0. 0.]
35290,Dinophysis acuminata,42.134664825,9.5406780702,0.0,Nombre par litre,MED,1992-03-23 09:00:00,val,[0. 0. 0. 0. 0. 0.]
16331,Chaetoceros,43.4343047641,3.6645374015,32000.0,Nombre par litre,MED,1992-03-23 10:00:00,train,[    0.     0. 32000.     0.     0.     0.]
36784,Dinophysis acuminata,42.0768824658,9.7958493007,0.0,Nombre par litre,MED,1992-03-30 11:45:00,val,[0. 0. 0. 0. 0. 0.]
35291,Dinophysis acuminata,42.134664825,9.5406780702,0.0,Nombre par litre,MED,1992-03-30 14:15:00,val,[0. 0. 0. 0. 0. 0.]
32657,Chaetoceros,43.3238159226,5.0530666765,23800.0,Nombre par litre,MED,1992-04-01 13:30:00,val,[    0.     0. 23800.     0.     0.     0.]
31085,Chaetoceros,43.378148429,4.8457282509,66200.0,Nombre par litre,MED,1992-04-01 14:45:00,val,[    0.     0. 66200.     0.     0.     0.]
32329,Dinophysis acuminata,43.4129855772,5.1634005918,0.0,Nombre par litre,MED,1992-04-01 15:30:00,val,[0. 0. 0. 0. 0. 0.]
36785,Dinophysis acuminata,42.0768824658,9.7958493007,0.0,Nombre par litre,MED,1992-04-06 09:00:00,val,[   0. 4400.    0.    0.    0.    0.]
35292,Dinophysis acuminata,42.134664825,9.5406780702,0.0,Nombre par litre,MED,1992-04-06 10:00:00,val,[  0. 900.   0.   0.   0.   0.]
36787,Dinophysis acuminata,42.0768824658,9.7958493007,0.0,Nombre par litre,MED,1992-04-13 09:00:00,val,[   0. 6200.    0.    0.    0.    0.]
33284,Dinophysis acuminata,43.0873189621,5.9064212393,0.0,Nombre par litre,MED,1992-04-13 09:50:00,val,[   0. 2800.    0.    0.    0.    0.]
16333,Dinophysis acuminata,43.4343047641,3.6645374015,0.0,Nombre par litre,MED,1992-04-13 10:00:00,train,[0. 0. 0. 0. 0. 0.]
35294,Dinophysis acuminata,42.134664825,9.5406780702,0.0,Nombre par litre,MED,1992-04-13 10:30:00,val,[0. 0. 0. 0. 0. 0.]
11721,Chaetoceros,43.3892333,3.7006861111,4400.0,Nombre par litre,MED,1992-04-13 12:00:00,test,[   0.    0. 4400.    0.    0.    0.]
28346,Dinophysis acuminata,43.4493127255,4.4432190083,0.0,Nombre par litre,MED,1992-04-13 14:00:00,test,[  0. 600.   0.   0.   0.   0.]
2827,Dinophysis acuminata,42.8727865115,3.0143685963,0.0,Nombre par litre,MED,1992-04-14 10:00:00,train,[0. 0. 0. 0. 0. 0.]
415,Dinophysis acuminata,42.874567,3.057233,0.0,Nombre par litre,MED,1992-04-14 14:00:00,train,[0. 0. 0. 0. 0. 0.]
32330,Dinophysis acuminata,43.4129855772,5.1634005918,0.0,Nombre par litre,MED,1992-04-21 12:00:00,val,[0. 0. 0. 0. 0. 0.]
32659,Dinophysis acuminata,43.3238159226,5.0530666765,0.0,Nombre par litre,MED,1992-04-22 09:00:00,val,[0. 0. 0. 0. 0. 0.]
31087,Chaetoceros,43.378148429,4.8457282509,4900.0,Nombre par litre,MED,1992-04-22 11:00:00,val,[   0.  200. 4900.    0.    0.    0.]
36789,Dinophysis acuminata,42.0768824658,9.7958493007,0.0,Nombre par litre,MED,1992-04-22 11:15:00,val,[    0. 12000.     0.     0.     0.     0.]
35295,Dinophysis acuminata,42.134664825,9.5406780702,0.0,Nombre par litre,MED,1992-04-22 12:00:00,val,[0. 0. 0. 0. 0. 0.]
16334,Chaetoceros,43.4343047641,3.6645374015,36800.0,Nombre par litre,MED,1992-04-27 11:00:00,train,[    0.     0. 36800.     0.     0.     0.]
19428,Dinophysis acuminata,43.3776359209,3.5668698951,0.0,Nombre par litre,MED,1992-04-27 12:00:00,train,[0. 0. 0. 0. 0. 0.]
11723,Dinophysis acuminata,43.3892333,3.7006861111,0.0,Nombre par litre,MED,1992-04-28 10:00:00,test,[0. 0. 0. 0. 0. 0.]
28348,Dinophysis acuminata,43.4493127255,4.4432190083,0.0,Nombre par litre,MED,1992-04-28 11:30:00,test,[0. 0. 0. 0. 0. 0.]
36791,Dinophysis acuminata,42.0768824658,9.7958493007,0.0,Nombre par litre,MED,1992-04-28 12:00:00,val,[    0. 12900.     0.     0.     0.     0.]
32331,Dinophysis acuminata,43.4129855772,5.1634005918,0.0,Nombre par litre,MED,1992-05-04 10:30:00,val,[0. 0. 0. 0. 0. 0.]
31090,Chaetoceros,43.378148429,4.8457282509,600.0,Nombre par litre,MED,1992-05-04 11:45:00,val,[  0.   0. 600.   0.   0.   0.]
32660,Chaetoceros,43.3238159226,5.0530666765,5200.0,Nombre par litre,MED,1992-05-04 16:00:00,val,[   0.    0. 5200.    0.    0.    0.]
33286,Dinophysis acuminata,43.0873189621,5.9064212393,0.0,Nombre par litre,MED,1992-05-04 18:00:00,val,[  0. 100.   0.   0.   0.   0.]
28349,Dinophysis acuminata,43.4493127255,4.4432190083,0.0,Nombre par litre,MED,1992-05-05 11:00:00,test,[0. 0. 0. 0. 0. 0.]
35296,Chaetoceros,42.134664825,9.5406780702,138200.0,Nombre par litre,MED,1992-05-05 15:00:00,val,[     0.      0. 138200.      0.      0.      0.]
36793,Chaetoceros,42.0768824658,9.7958493007,1200.0,Nombre par litre,MED,1992-05-05 16:00:00,val,[    0. 23800.  1200.     0.     0.     0.]
36796,Dinophysis acuminata,42.0768824658,9.7958493007,0.0,Nombre par litre,MED,1992-05-11 08:00:00,val,[0. 0. 0. 0. 0. 0.]
35298,Dinophysis acuminata,42.134664825,9.5406780702,0.0,Nombre par litre,MED,1992-05-11 09:00:00,val,[0. 0. 0. 0. 0. 0.]
31092,Dinophysis acuminata,43.378148429,4.8457282509,0.0,Nombre par litre,MED,1992-05-11 10:45:00,val,[0. 0. 0. 0. 0. 0.]
16336,Dinophysis acuminata,43.4343047641,3.6645374015,0.0,Nombre par litre,MED,1992-05-11 11:00:00,train,[0. 0. 0. 0. 0. 0.]
19429,Dinophysis acuminata,43.3776359209,3.5668698951,0.0,Nombre par litre,MED,1992-05-11 11:30:00,train,[0. 0. 0. 0. 0. 0.]
32332,Chaetoceros,43.4129855772,5.1634005918,7400.0,Nombre par litre,MED,1992-05-11 13:30:00,val,[   0.    0. 7400.    0.    0.    0.]
32662,Dinophysis acuminata,43.3238159226,5.0530666765,0.0,Nombre par litre,MED,1992-05-11 15:30:00,val,[0. 0. 0. 0. 0. 0.]
33288,Dinophysis acuminata,43.0873189621,5.9064212393,0.0,Nombre par litre,MED,1992-05-12 11:30:00,val,[0. 0. 0. 0. 0. 0.]
416,Chaetoceros,42.874567,3.057233,2800.0,Nombre par litre,MED,1992-05-13 10:00:00,train,[   0.    0. 2800.    0.    0.    0.]
5516,Dinophysis acuminata,42.8851203029,3.0348687607,0.0,Nombre par litre,MED,1992-05-13 11:00:00,train,[0. 0. 0. 0. 0. 0.]
2828,Chaetoceros,42.8727865115,3.0143685963,2000.0,Nombre par litre,MED,1992-05-13 12:00:00,train,[   0.    0. 2000.    0.    0.    0.]
28350,Dinophysis acuminata,43.4493127255,4.4432190083,0.0,Nombre par litre,MED,1992-05-13 12:00:00,test,[   0. 1800.    0.    0.    0.    0.]
11724,Dinophysis acuminata,43.3892333,3.7006861111,0.0,Nombre par litre,MED,1992-05-15 12:00:00,test,[0. 0. 0. 0. 0. 0.]
35299,Chaetoceros,42.134664825,9.5406780702,28600.0,Nombre par litre,MED,1992-05-18 08:00:00,val,[    0.     0. 28600.   100.     0.     0.]
36797,Chaetoceros,42.0768824658,9.7958493007,2400.0,Nombre par litre,MED,1992-05-18 09:00:00,val,[   0.    0. 2400.    0.    0.    0.]
33289,Dinophysis acuminata,43.0873189621,5.9064212393,0.0,Nombre par litre,MED,1992-05-18 10:45:00,val,[0. 0. 0. 0. 0. 0.]
19430,Dinophysis acuminata,43.3776359209,3.5668698951,0.0,Nombre par litre,MED,1992-05-18 11:00:00,train,[0. 0. 0. 0. 0. 0.]
16337,Dinophysis acuminata,43.4343047641,3.6645374015,0.0,Nombre par litre,MED,1992-05-18 11:00:00,train,[0. 0. 0. 0. 0. 0.]
11725,Dinophysis acuminata,43.3892333,3.7006861111,0.0,Nombre par litre,MED,1992-05-18 11:30:00,test,[0. 0. 0. 0. 0. 0.]
32663,Chaetoceros,43.3238159226,5.0530666765,196000.0,Nombre par litre,MED,1992-05-19 09:30:00,val,[     0.      0. 196000.      0.      0.      0.]
31093,Chaetoceros,43.378148429,4.8457282509,76400.0,Nombre par litre,MED,1992-05-19 10:30:00,val,[    0.   200. 76400.     0.     0.     0.]
32334,Dinophysis,43.4129855772,5.1634005918,100.0,Nombre par litre,MED,1992-05-19 11:30:00,val,[  0.   0.   0. 100.   0.   0.]
28352,Chaetoceros,43.4493127255,4.4432190083,7200.0,Nombre par litre,MED,1992-05-19 12:30:00,test,[   0.    0. 7200.    0.    0.    0.]
27490,Dinophysis acuminata,43.457109,4.494486,0.0,Nombre par litre,MED,1992-05-19 15:00:00,test,[0. 0. 0. 0. 0. 0.]
418,Dinophysis acuminata,42.874567,3.057233,0.0,Nombre par litre,MED,1992-05-20 10:00:00,train,[0. 0. 0. 0. 0. 0.]
5517,Dinophysis acuminata,42.8851203029,3.0348687607,0.0,Nombre par litre,MED,1992-05-20 11:00:00,train,[0. 0. 0. 0. 0. 0.]
2830,Dinophysis acuminata,42.8727865115,3.0143685963,0.0,Nombre par litre,MED,1992-05-20 11:30:00,train,[0. 0. 0. 0. 0. 0.]
33290,Dinophysis acuminata,43.0873189621,5.9064212393,0.0,Nombre par litre,MED,1992-05-22 10:00:00,val,[0. 0. 0. 0. 0. 0.]
35302,Dinophysis acuminata,42.134664825,9.5406780702,0.0,Nombre par litre,MED,1992-05-25 08:00:00,val,[0. 0. 0. 0. 0. 0.]
36799,Dinophysis acuminata,42.0768824658,9.7958493007,0.0,Nombre par litre,MED,1992-05-25 09:00:00,val,[0. 0. 0. 0. 0. 0.]
32336,Chaetoceros,43.4129855772,5.1634005918,1800.0,Nombre par litre,MED,1992-05-25 10:00:00,val,[   0.    0. 1800.    0.    0.    0.]
16338,Chaetoceros,43.4343047641,3.6645374015,2500.0,Nombre par litre,MED,1992-05-25 10:00:00,train,[   0.    0. 2500.    0.    0.    0.]
19431,Dinophysis acuminata,43.3776359209,3.5668698951,0.0,Nombre par litre,MED,1992-05-25 10:30:00,train,[0. 0. 0. 0. 0. 0.]
11727,Dinophysis acuminata,43.3892333,3.7006861111,0.0,Nombre par litre,MED,1992-05-25 11:00:00,test,[    0.     0. 32000.     0.     0.     0.]
32665,Dinophysis acuminata,43.3238159226,5.0530666765,0.0,Nombre par litre,MED,1992-05-25 11:15:00,val,[0. 0. 0. 0. 0. 0.]
31096,Dinophysis acuminata,43.378148429,4.8457282509,0.0,Nombre par litre,MED,1992-05-25 13:00:00,val,[0. 0. 0. 0. 0. 0.]
28354,Dinophysis acuminata,43.4493127255,4.4432190083,100.0,Nombre par litre,MED,1992-05-26 11:30:00,test,[100.   0.   0.   0.   0.   0.]
27491,Dinophysis acuminata,43.457109,4.494486,0.0,Nombre par litre,MED,1992-05-26 14:30:00,test,[0. 0. 0. 0. 0. 0.]
35303,Chaetoceros,42.134664825,9.5406780702,98600.0,Nombre par litre,MED,1992-06-01 08:00:00,val,[    0.  2800. 98600.     0.     0.     0.]
36800,Dinophysis acuminata,42.0768824658,9.7958493007,0.0,Nombre par litre,MED,1992-06-01 09:00:00,val,[0. 0. 0. 0. 0. 0.]
33291,Dinophysis acuminata,43.0873189621,5.9064212393,0.0,Nombre par litre,MED,1992-06-01 10:00:00,val,[0. 0. 0. 0. 0. 0.]
32338,Dinophysis acuminata,43.4129855772,5.1634005918,0.0,Nombre par litre,MED,1992-06-01 10:15:00,val,[0. 0. 0. 0. 0. 0.]
31097,Chaetoceros,43.378148429,4.8457282509,1588000.0,Nombre par litre,MED,1992-06-01 11:30:00,val,[0.000e+00 0.000e+00 1.588e+06 1.000e+02 0.000e+00 0.000e+00]
32666,Chaetoceros,43.3238159226,5.0530666765,12200.0,Nombre par litre,MED,1992-06-01 15:30:00,val,[    0.     0. 12200.     0.     0.     0.]
16340,Dinophysis acuminata,43.4343047641,3.6645374015,0.0,Nombre par litre,MED,1992-06-02 10:00:00,train,[0. 0. 0. 0. 0. 0.]
11730,Dinophysis acuminata,43.3892333,3.7006861111,0.0,Nombre par litre,MED,1992-06-02 11:00:00,test,[0. 0. 0. 0. 0. 0.]
28355,Chaetoceros,43.4493127255,4.4432190083,17600.0,Nombre par litre,MED,1992-06-02 11:00:00,test,[    0.     0. 17600.     0.     0.     0.]
27492,Dinophysis acuminata,43.457109,4.494486,0.0,Nombre par litre,MED,1992-06-02 14:15:00,test,[0. 0. 0. 0. 0. 0.]
419,Dinophysis acuminata,42.874567,3.057233,0.0,Nombre par litre,MED,1992-06-03 10:00:00,train,[0. 0. 0. 0. 0. 0.]
19432,Dinophysis acuminata,43.3776359209,3.5668698951,0.0,Nombre par litre,MED,1992-06-03 10:30:00,train,[0. 0. 0. 0. 0. 0.]
5518,Dinophysis acuminata,42.8851203029,3.0348687607,0.0,Nombre par litre,MED,1992-06-03 11:00:00,train,[0. 0. 0. 0. 0. 0.]
2831,Dinophysis acuminata,42.8727865115,3.0143685963,0.0,Nombre par litre,MED,1992-06-03 11:30:00,train,[0. 0. 0. 0. 0. 0.]
35306,Dinophysis acuminata,42.134664825,9.5406780702,0.0,Nombre par litre,MED,1992-06-09 08:00:00,val,[0. 0. 0. 0. 0. 0.]
36801,Dinophysis acuminata,42.0768824658,9.7958493007,0.0,Nombre par litre,MED,1992-06-09 09:00:00,val,[0. 0. 0. 0. 0. 0.]
16341,Chaetoceros,43.4343047641,3.6645374015,4800.0,Nombre par litre,MED,1992-06-09 10:00:00,train,[   0.    0. 4800.    0.    0.    0.]
19433,Dinophysis acuminata,43.3776359209,3.5668698951,0.0,Nombre par litre,MED,1992-06-09 10:30:00,train,[0. 0. 0. 0. 0. 0.]
31100,Dinophysis acuminata,43.378148429,4.8457282509,0.0,Nombre par litre,MED,1992-06-09 11:00:00,val,[0. 0. 0. 0. 0. 0.]
11732,Dinophysis acuminata,43.3892333,3.7006861111,0.0,Nombre par litre,MED,1992-06-09 11:00:00,test,[0. 0. 0. 0. 0. 0.]
28357,Dinophysis acuminata,43.4493127255,4.4432190083,0.0,Nombre par litre,MED,1992-06-09 13:30:00,test,[0. 0. 0. 0. 0. 0.]
27493,Dinophysis acuminata,43.457109,4.494486,2800.0,Nombre par litre,MED,1992-06-09 15:30:00,test,[2800.    0.    0.    0.    0.    0.]
30538,Chaetoceros,43.38281552,4.8792288294,34400.0,Nombre par litre,MED,1992-06-10 08:45:00,val,[    0.     0. 34400.     0.     0.     0.]
33292,Chaetoceros,43.0873189621,5.9064212393,600.0,Nombre par litre,MED,1992-06-10 10:00:00,val,[  0.   0. 600.   0.   0.   0.]
2832,Chaetoceros,42.8727865115,3.0143685963,5600.0,Nombre par litre,MED,1992-06-10 11:00:00,train,[   0.    0. 5600.    0.    0.    0.]
420,Chaetoceros,42.874567,3.057233,2100.0,Nombre par litre,MED,1992-06-10 11:00:00,train,[   0.    0. 2100.    0.    0.    0.]
5519,Dinophysis acuminata,42.8851203029,3.0348687607,50.0,Nombre par litre,MED,1992-06-10 11:30:00,train,[50.  0.  0.  0.  0.  0.]
32668,Dinophysis acuminata,43.3238159226,5.0530666765,0.0,Nombre par litre,MED,1992-06-10 11:30:00,val,[0. 0. 0. 0. 0. 0.]
32339,Dinophysis acuminata,43.4129855772,5.1634005918,0.0,Nombre par litre,MED,1992-06-10 12:00:00,val,[0. 0. 0. 0. 0. 0.]
36802,Dinophysis acuminata,42.0768824658,9.7958493007,0.0,Nombre par litre,MED,1992-06-15 09:00:00,val,[0. 0. 0. 0. 0. 0.]
11426,Dinophysis acuminata,43.44318,3.85573,50.0,Nombre par litre,MED,1992-06-15 09:00:00,test,[50.  0.  0.  0.  0.  0.]
35307,Chaetoceros,42.134664825,9.5406780702,27600.0,Nombre par litre,MED,1992-06-15 10:00:00,val,[    0.     0. 27600.     0.     0.     0.]
16343,Dinophysis acuminata,43.4343047641,3.6645374015,400.0,Nombre par litre,MED,1992-06-15 10:00:00,train,[400.   0.   0.   0.   0.   0.]
19434,Dinophysis acuminata,43.3776359209,3.5668698951,0.0,Nombre par litre,MED,1992-06-15 11:00:00,train,[0. 0. 0. 0. 0. 0.]
30540,Chaetoceros,43.38281552,4.8792288294,32400.0,Nombre par litre,MED,1992-06-15 11:00:00,val,[    0.     0. 32400.     0.     0.     0.]
31101,Chaetoceros,43.378148429,4.8457282509,82800.0,Nombre par litre,MED,1992-06-15 11:30:00,val,[    0.     0. 82800.     0.     0.     0.]
11734,Dinophysis acuminata,43.3892333,3.7006861111,0.0,Nombre par litre,MED,1992-06-15 12:00:00,test,[0. 0. 0. 0. 0. 0.]
422,Dinophysis acuminata,42.874567,3.057233,0.0,Nombre par litre,MED,1992-06-16 11:00:00,train,[0. 0. 0. 0. 0. 0.]
5520,Dinophysis acuminata,42.8851203029,3.0348687607,50.0,Nombre par litre,MED,1992-06-16 11:00:00,train,[50.  0.  0.  0.  0.  0.]
28358,Chaetoceros,43.4493127255,4.4432190083,8200.0,Nombre par litre,MED,1992-06-16 11:00:00,test,[   0.    0. 8200.    0.    0.    0.]
2834,Dinophysis acuminata,42.8727865115,3.0143685963,100.0,Nombre par litre,MED,1992-06-16 11:10:00,train,[100.   0.   0.   0.   0.   0.]
27494,Dinophysis acuminata,43.457109,4.494486,0.0,Nombre par litre,MED,1992-06-16 14:00:00,test,[0. 0. 0. 0. 0. 0.]
32669,Chaetoceros,43.3238159226,5.0530666765,7200.0,Nombre par litre,MED,1992-06-18 10:30:00,val,[   0.    0. 7200.    0.    0.    0.]
32340,Dinophysis acuminata,43.4129855772,5.1634005918,0.0,Nombre par litre,MED,1992-06-18 13:00:00,val,[0. 0. 0. 0. 0. 0.]
33294,Dinophysis acuminata,43.0873189621,5.9064212393,0.0,Nombre par litre,MED,1992-06-18 15:00:00,val,[0. 0. 0. 0. 0. 0.]
35309,Dinophysis acuminata,42.134664825,9.5406780702,0.0,Nombre par litre,MED,1992-06-22 09:00:00,val,[   0. 1200.    0.    0.    0.    0.]
11427,Dinophysis acuminata,43.44318,3.85573,50.0,Nombre par litre,MED,1992-06-22 09:00:00,test,[50.  0.  0.  0.  0.  0.]
14114,Dinophysis acuminata,43.5283110091,4.0933773495,0.0,Nombre par litre,MED,1992-06-22 09:00:00,test,[0. 0. 0. 0. 0. 0.]
33295,Chaetoceros,43.0873189621,5.9064212393,4200.0,Nombre par litre,MED,1992-06-22 09:30:00,val,[   0.    0. 4200.    0.    0.    0.]
36803,Dinophysis acuminata,42.0768824658,9.7958493007,0.0,Nombre par litre,MED,1992-06-22 10:00:00,val,[0. 0. 0. 0. 0. 0.]
16344,Chaetoceros,43.4343047641,3.6645374015,40600.0,Nombre par litre,MED,1992-06-22 10:00:00,train,[    0.     0. 40600.     0.     0.     0.]
19435,Dinophysis acuminata,43.3776359209,3.5668698951,0.0,Nombre par litre,MED,1992-06-22 10:30:00,train,[0. 0. 0. 0. 0. 0.]
31103,Dinophysis acuminata,43.378148429,4.8457282509,0.0,Nombre par litre,MED,1992-06-22 11:30:00,val,[0. 0. 0. 0. 0. 0.]
32341,Dinophysis acuminata,43.4129855772,5.1634005918,0.0,Nombre par litre,MED,1992-06-22 15:30:00,val,[0. 0. 0. 0. 0. 0.]
32671,Dinophysis acuminata,43.3238159226,5.0530666765,0.0,Nombre par litre,MED,1992-06-22 16:00:00,val,[0. 0. 0. 0. 0. 0.]
5521,Dinophysis acuminata,42.8851203029,3.0348687607,0.0,Nombre par litre,MED,1992-06-23 11:00:00,train,[0. 0. 0. 0. 0. 0.]
2835,Chaetoceros,42.8727865115,3.0143685963,2600.0,Nombre par litre,MED,1992-06-23 11:30:00,train,[  50.    0. 2600.    0.    0.    0.]
423,Dinophysis acuminata,42.874567,3.057233,0.0,Nombre par litre,MED,1992-06-23 12:00:00,train,[0. 0. 0. 0. 0. 0.]
7722,Dinophysis acuminata,42.8124519387,3.0152030459,0.0,Nombre par litre,MED,1992-06-23 13:00:00,train,[0. 0. 0. 0. 0. 0.]
28360,Dinophysis acuminata,43.4493127255,4.4432190083,0.0,Nombre par litre,MED,1992-06-23 13:30:00,test,[0. 0. 0. 0. 0. 0.]
14120,Dinophysis acuminata,43.5526448748,4.0940435776,2200.0,Nombre par litre,MED,1992-06-23 14:00:00,test,[2200.    0.    0.    0.    0.    0.]
11428,Dinophysis acuminata,43.44318,3.85573,100.0,Nombre par litre,MED,1992-06-29 09:00:00,test,[100.   0.   0.   0.   0.   0.]
30542,Chaetoceros,43.38281552,4.8792288294,1050000.0,Nombre par litre,MED,1992-06-29 10:30:00,val,[      0.       0. 1050000.       0.       0.       0.]
16346,Dinophysis acuminata,43.4343047641,3.6645374015,0.0,Nombre par litre,MED,1992-06-29 10:30:00,train,[0. 0. 0. 0. 0. 0.]
19436,Dinophysis acuminata,43.3776359209,3.5668698951,0.0,Nombre par litre,MED,1992-06-29 11:00:00,train,[0. 0. 0. 0. 0. 0.]
31104,Dinophysis acuminata,43.378148429,4.8457282509,0.0,Nombre par litre,MED,1992-06-29 12:00:00,val,[0. 0. 0. 0. 0. 0.]
11735,Dinophysis acuminata,43.3892333,3.7006861111,0.0,Nombre par litre,MED,1992-06-29 12:00:00,test,[0. 0. 0. 0. 0. 0.]
14115,Dinophysis acuminata,43.5283110091,4.0933773495,50.0,Nombre par litre,MED,1992-06-29 15:00:00,test,[50.  0.  0.  0.  0.  0.]
14121,Dinophysis acuminata,43.5526448748,4.0940435776,0.0,Nombre par litre,MED,1992-06-29 15:00:00,test,[0. 0. 0. 0. 0. 0.]
35311,Chaetoceros,42.134664825,9.5406780702,22600.0,Nombre par litre,MED,1992-06-30 10:00:00,val,[    0.  6200. 22600.   100.     0.     0.]
33297,Dinophysis acuminata,43.0873189621,5.9064212393,0.0,Nombre par litre,MED,1992-06-30 10:15:00,val,[0. 0. 0. 0. 0. 0.]
36804,Chaetoceros,42.0768824658,9.7958493007,11600.0,Nombre par litre,MED,1992-06-30 11:00:00,val,[    0.     0. 11600.     0.     0.     0.]
